"행정구역별","연령·교육정도별","구분별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"대구광역시","45-49세","자녀교육(초등학생)","비율","%",".03134",".02722",".03547","10.05116","5.9113","8.70225","12.31742","1.73913","6.53861","10.71429","9.3",
"대구광역시","45-49세","가족돌봄","인원","명","","","","1943.45","744.074","1319.505","1082.906","1698.13","599.944","1751.51","2133.179",
"대구광역시","45-49세","가족돌봄","비율","%","","","","15.49561","5.63816","10.48139","10.21824","12.17391","5.34065","11.90476","15.7",
"대구광역시","45-49세","육아","인원","명","2662.55","1322.751","2507.444","2283.685","2158.413","2419.279","1721.237","2789.785","4049.622","3678.171","3202.354",
"대구광역시","45-49세","육아","비율","%",".13827",".06576",".12664","18.20839","16.3552","19.21737","16.24149","20","36.04939","25","23.6",
"대구광역시","50-54세","경력단절여성 전체","인원","명","8471.988","9370.285","9839.628","11019.689","9391.123","7376.561","7821.678","9541.957","6830.551","10310.95","7489.209",
"대구광역시","50-54세","경력단절여성 전체","비율","%",".43997",".46586",".49695","100","100","100","100","100","100","100","100",
"대구광역시","50-54세","결혼준비","인원","명","5243.956","7107.434","7777.631","5404.265","5067.707","3692.983","3568.434","3606.975","3345.576","3911.05","2481.789",
"대구광역시","50-54세","결혼준비","비율","%",".27233",".35336",".39281","49.0419","53.96274","50.06375","45.62236","37.80121","48.97959","37.93103","33.1",
"대구광역시","50-54세","임신, 출산","인원","명","1262.701","1460.166","437.129","435.528","401.401","651.649","527.21","1442.79","1254.591","888.875","1155.06",
"대구광역시","50-54세","임신, 출산","비율","%",".06558",".07259",".02208","3.95227","4.27426","8.83405","6.74037","15.12048","18.36735","8.62069","15.4",
"대구광역시","50-54세","자녀교육(초등학생)","인원","명","509.541","434.359","662.316","735.054","133.683","597.046","678.64","577.116","278.798","1066.65","392.807",
"대구광역시","50-54세","자녀교육(초등학생)","비율","%",".02646",".02159",".03345","6.67037","1.4235","8.09383","8.6764","6.04819","4.08163","10.34483","5.2",
"대구광역시","50-54세","가족돌봄","인원","명","","","","2980.979","2615.128","1711.764","2778.227","2905.123","1393.99","2488.85","1608.652",
"대구광역시","50-54세","가족돌봄","비율","%","","","","27.05139","27.84681","23.20545","35.51958","30.44578","20.40816","24.13793","21.5",
"대구광역시","50-54세","육아","인원","명","1455.79","368.326","962.552","1463.863","1173.204","723.119","269.167","1009.953","557.596","1955.525","1850.901",
"대구광역시","50-54세","육아","비율","%",".0756",".01831",".04861","13.28407","12.49269","9.80293","3.44129","10.58434","8.16327","18.96552","24.7",
"대구광역시","초졸이하","경력단절여성 전체","인원","명","746.455","1230.729","1248.958","1020.143","500.517","919.991","","179.062","672.809","612.677","234.128",
"대구광역시","초졸이하","경력단절여성 전체","비율","%",".03877",".06119",".06308","100","100","100","","100","100","100","100",
"대구광역시","초졸이하","결혼준비","인원","명","370.316","790.513","950.059","580.366","128.858","149.508","","0","0","177.775","234.128",
"대구광역시","초졸이하","결혼준비","비율","%",".01923",".0393",".04798","56.89065","25.74498","16.25103","","0","0","29.0161","100",
"대구광역시","초졸이하","임신, 출산","인원","명","99.391","440.216","0","0","177.825","161.708","","0","533.41","202.897","0",
"대구광역시","초졸이하","임신, 출산","비율","%",".00516",".02189","0","0","35.52826","17.57713","","0","79.28104","33.11647","0",
"대구광역시","초졸이하","자녀교육(초등학생)","인원","명","0","0","0","0","0","0","","0","0","0","0",
"대구광역시","초졸이하","자녀교육(초등학생)","비율","%","0","0","0","0","0","0","","0","0","0","0",
"대구광역시","초졸이하","가족돌봄","인원","명","","","","290.283","193.834","202.238","","0","139.399","0","0",
"대구광역시","초졸이하","가족돌봄","비율","%","","","","28.45513","38.72676","21.98261","","0","20.71896","0","0",
"대구광역시","초졸이하","육아","인원","명","276.748","0","298.899","149.494","0","406.537","","179.062","0","232.005","0",
"대구광역시","초졸이하","육아","비율","%",".01437","0",".0151","14.65422","0","44.18924","","100","0","37.86742","0",
"대구광역시","중졸","경력단절여성 전체","인원","명","4383.93","2989.055","3547.873","3760.023","3153.305","1296.82","1980.274","2599.927","1532.967","1118.256","860.278",
"대구광역시","중졸","경력단절여성 전체","비율","%",".22767",".14861",".17918","100","100","100","100","100","100","100","100",
"대구광역시","중졸","결혼준비","인원","명","2543.798","2117.739","2428.544","1348.01","1227.132","842.15","1154.391","1354.503","642.528","177.775","170.02",
"대구광역시","중졸","결혼준비","비율","%",".13211",".10529",".12265","35.85111","38.91574","64.93962","58.29451","52.09773","41.91401","15.89752","19.8",
"대구광역시","중졸","임신, 출산","인원","명","683.465","205.15","290.862","743.018","401.534","182.478","0","368.982","394.172","232.005","316.62",
"대구광역시","중졸","임신, 출산","비율","%",".03549",".0102",".01469","19.761","12.73375","14.07119","0","14.19201","25.71301","20.74704","36.8",
"대구광역시","중졸","자녀교육(초등학생)","인원","명","460.328","177.206","244.483","293.528","0","154.761","144.64","0","0","0","0",
"대구광역시","중졸","자녀교육(초등학생)","비율","%",".02391",".00881",".01235","7.80655","0","11.93388","7.30404","0","0","0","0",
"대구광역시","중졸","가족돌봄","인원","명","","","","798.415","918.548","117.431","515.43","577.116","139.399","708.476","183.433",
"대구광역시","중졸","가족돌봄","비율","%","","","","21.23431","29.12969","9.0553","26.02822","22.19739","9.09341","63.35544","21.3",
"대구광역시","중졸","육아","인원","명","696.339","488.96","583.984","577.052","606.091","0","165.813","299.326","356.868","0","190.205",
"대구광역시","중졸","육아","비율","%",".03616",".02431",".02949","15.34703","19.22082","0","8.37324","11.51286","23.27956","0","22.1",
"대구광역시","고졸","경력단절여성 전체","인원","명","34060.961","34861.053","37567.395","40972.016","35236.984","26514.01","26264.62","25811.173","24557.039","27130.45","22090.128",
"대구광역시","고졸","경력단절여성 전체","비율","%","1.76887","1.73317","1.89733","100","100","100","100","100","100","100","100",
"대구광역시","고졸","결혼준비","인원","명","19505.981","20636.75","22309.217","17859.687","18086.317","9980","9284.159","9423.265","8667.698","9917.89","9241.933",
"대구광역시","고졸","결혼준비","비율","%","1.01299","1.02599","1.12672","43.58996","51.32765","37.64048","35.34854","36.50847","35.29619","36.5563","41.8",
"대구광역시","고졸","임신, 출산","인원","명","4935.154","6515.893","4876.584","7384.074","6745.092","6513.315","6352.796","8147.01","6418.54","4482.492","4250.234",
"대구광역시","고졸","임신, 출산","비율","%",".25629",".32395",".24629","18.02224","19.14208","24.56556","24.18766","31.56389","26.13727","16.522","19.2",
"대구광역시","고졸","자녀교육(초등학생)","인원","명","1294.599","2367.111","2038.474","3390.839","1711.604","2304.12","1434.811","968.14","1241.946","3319.928","1443.986",
"대구광역시","고졸","자녀교육(초등학생)","비율","%",".06723",".11768",".10295","8.27599","4.85741","8.6902","5.4629","3.75086","5.05739","12.23691","6.5",
"대구광역시","고졸","가족돌봄","인원","명","","","","4335.748","1887.029","1893.757","2343.113","2087.242","1312.806","3325.14","1922.556",
"대구광역시","고졸","가족돌봄","비율","%","","","","10.58222","5.35525","7.14248","8.92118","8.08658","5.34595","12.25612","8.7",
"대구광역시","고졸","육아","인원","명","8325.227","5341.299","8343.12","8001.668","6806.942","5822.818","6849.741","5185.516","6916.049","6085","5231.419",
"대구광역시","고졸","육아","비율","%",".43235",".26555",".42137","19.52959","19.31761","21.96129","26.07973","20.0902","28.1632","22.42867","23.7",
"대구광역시","대졸이상","경력단절여성 전체","인원","명","56302.703","57386.932","58351.136","67001.554","61442.817","56057.94","56174.038","61181.584","60892.269","60801.718","53583.993",
"대구광역시","대졸이상","경력단절여성 전체","비율","%","2.92394","2.85308","2.94701","100","100","100","100","100","100","100","100",
"대구광역시","대졸이상","결혼준비","인원","명","25217.49","25585.517","28880.336","28855.883","25380.966","18648.944","19598.128","22305.93","21083.237","21761.212","17676.932",
"대구광역시","대졸이상","결혼준비","비율","%","1.30961","1.27202","1.4586","43.06748","41.30827","33.26727","34.88823","36.45857","34.62383","35.79046","33",
"대구광역시","대졸이상","임신, 출산","인원","명","15179.171","16584.386","11065.464","13653.053","16154.886","18046.718","16836.754","18026.933","17062.302","14926.112","13990.855",
"대구광역시","대졸이상","임신, 출산","비율","%",".78829",".82452",".55886","20.37722","26.29255","32.19297","29.97248","29.46464","28.02047","24.54883","26.1",
"대구광역시","대졸이상","자녀교육(초등학생)","인원","명","1857.887","1866.085","2885.42","4019.267","2020.573","2772.655","3637.998","2135.334","2023.919","3296.162","1582.913",
"대구광역시","대졸이상","자녀교육(초등학생)","비율","%",".09648",".09278",".14573","5.99877","3.28854","4.94605","6.4763","3.49016","3.32377","5.42117","3",
"대구광역시","대졸이상","가족돌봄","인원","명","","","","1969.085","2005.285","1690.863","1554.35","2675.902","1374.746","1975.493","2693.167",
"대구광역시","대졸이상","가족돌봄","비율","%","","","","2.93886","3.26366","3.01628","2.76703","4.37371","2.25767","3.24907","5",
"대구광역시","대졸이상","육아","인원","명","14048.155","13350.944","15519.916","18504.266","15881.107","14898.76","14546.808","16037.485","19348.065","18842.739","17640.126",
"대구광역시","대졸이상","육아","비율","%",".72956",".66376",".78383","27.61767","25.84697","26.57743","25.89596","26.21293","31.77426","30.99047","32.9",
"인천광역시","전체","경력단절여성 전체","인원","명","115891.253","116119.791","114102.539","121645.835","120822.723","113704.443","102622.362","101377.256","97944.037","88819.541","75246.853",
"인천광역시","전체","경력단절여성 전체","비율","%","6.01852","5.77308","5.76272","100","100","100","100","100","100","100","100",
"인천광역시","전체","결혼준비","인원","명","52695.204","51180.874","47862.705","41257.413","39456.21","32634.646","31357.854","36025.878","25483.919","19297.115","20261.125",
"인천광역시","전체","결혼준비","비율","%","2.73659","2.54454","2.4173","33.91601","32.65628","28.70129","30.55655","35.53645","26.01886","21.7262","26.9",
"인천광역시","전체","임신, 출산","인원","명","24501.61","25873.259","21610.707","22258.656","30541.177","33416.731","24474.517","25518.649","19692.14","20398.729","15729.366",
"인천광역시","전체","임신, 출산","비율","%","1.27243","1.28633","1.09144","18.29792","25.27768","29.38912","23.84911","25.17197","20.1055","22.96649","20.9",
"인천광역시","전체","자녀교육(초등학생)","인원","명","3231.269","5709.744","4701.638","5552.064","4069.841","3657.148","4604.948","2803.196","2537.046","2928.433","1784.155",
"인천광역시","전체","자녀교육(초등학생)","비율","%",".16781",".28387",".23746","4.56412","3.36844","3.21636","4.48728","2.76511","2.5903","3.29706","2.4",
"인천광역시","전체","가족돌봄","인원","명","","","","10325.645","7539.944","5942.731","4337.614","4104.382","6052.389","4745.616","4184.698",
"인천광역시","전체","가족돌봄","비율","%","","","","8.48828","6.2405","5.22647","4.22677","4.04862","6.17944","5.34299","5.6",
"인천광역시","전체","육아","인원","명","35463.17","33355.914","39927.489","42252.057","39215.551","38053.187","37847.429","32925.151","44178.543","41449.648","33287.509",
"인천광역시","전체","육아","비율","%","1.84169","1.65834","2.01653","34.73367","32.4571","33.46675","36.88029","32.47785","45.1059","46.66726","44.2",
"인천광역시","15-19세","경력단절여성 전체","인원","명","","","","122.009","","","","","","0","",
"인천광역시","15-19세","경력단절여성 전체","비율","%","","","","100","","","","","","","",
"인천광역시","15-19세","결혼준비","인원","명","","","","0","","","","","","0","",
"인천광역시","15-19세","결혼준비","비율","%","","","","0","","","","","","","",
"인천광역시","15-19세","임신, 출산","인원","명","","","","122.009","","","","","","0","",
"인천광역시","15-19세","임신, 출산","비율","%","","","","100","","","","","","","",
"인천광역시","15-19세","자녀교육(초등학생)","인원","명","","","","0","","","","","","0","",
"인천광역시","15-19세","자녀교육(초등학생)","비율","%","","","","0","","","","","","","",
"인천광역시","15-19세","가족돌봄","인원","명","","","","0","","","","","","0","",
"인천광역시","15-19세","가족돌봄","비율","%","","","","0","","","","","","","",
"인천광역시","15-19세","육아","인원","명","","","","0","","","","","","0","",
"인천광역시","15-19세","육아","비율","%","","","","0","","","","","","","",
"인천광역시","20-24세","경력단절여성 전체","인원","명","1886.012","714.247","1225.899","1665.63","1614.99","1038.933","1598.037","855.79","668.072","204.278","301.505",
"인천광역시","20-24세","경력단절여성 전체","비율","%",".09795",".03551",".06191","100","100","100","100","100","100","100","100",
"인천광역시","20-24세","결혼준비","인원","명","598.807","475.801","121.742","153.86","524.362","371.934","295.813","342.316","0","0","117.967",
"인천광역시","20-24세","결혼준비","비율","%",".0311",".02366",".00615","9.23735","32.46844","35.79961","18.51102","40","0","0","39.1",
"인천광역시","20-24세","임신, 출산","인원","명","856.67","238.446","546.339","625.733","409.583","393.187","1019.68","513.474","501.054","0","0",
"인천광역시","20-24세","임신, 출산","비율","%",".04449",".01185",".02759","37.56735","25.36133","37.84527","63.80828","60","75","0","0",
"인천광역시","20-24세","자녀교육(초등학생)","인원","명","0","0","0","0","0","0","0","0","0","0","0",
"인천광역시","20-24세","자녀교육(초등학생)","비율","%","0","0","0","0","0","0","0","0","0","0","0",
"인천광역시","20-24세","가족돌봄","인원","명","","","","0","0","0","0","0","0","0","0",
"인천광역시","20-24세","가족돌봄","비율","%","","","","0","0","0","0","0","0","0","0",
"인천광역시","20-24세","육아","인원","명","430.535","0","557.818","886.037","681.045","273.812","282.544","0","167.018","204.278","183.538",
"인천광역시","20-24세","육아","비율","%",".02236","0",".02817","53.19531","42.17023","26.35512","17.68069","0","25","100","60.9",
"인천광역시","25-29세","경력단절여성 전체","인원","명","14519.971","12234.113","11742.557","8957.263","9793.252","9311.302","9023.603","6016.897","5834.862","5848.9","3527.779",
"인천광역시","25-29세","경력단절여성 전체","비율","%",".75406",".60824",".59306","100","100","100","100","100","100","100","100",
"인천광역시","25-29세","결혼준비","인원","명","3946.818","4261.594","4249.572","2447.035","3194.234","3153.517","2925.273","2344.477","2121.768","1637.692","1091.435",
"인천광역시","25-29세","결혼준비","비율","%",".20497",".21187",".21462","27.319","32.61668","33.86763","32.41802","38.96489","36.36364","28","30.9",
"인천광역시","25-29세","임신, 출산","인원","명","5382.189","3830.725","4446.825","3132.005","3466.078","3939.601","4352.665","2019.831","884.07","1871.648","1108.905",
"인천광역시","25-29세","임신, 출산","비율","%",".27951",".19045",".22459","34.96609","35.39251","42.30988","48.23644","33.56931","15.15152","32","31.4",
"인천광역시","25-29세","자녀교육(초등학생)","인원","명","83.102","417.056","0","125.465","0","187.456","0","0","0","233.956","0",
"인천광역시","25-29세","자녀교육(초등학생)","비율","%",".00432",".02073","0","1.40071","0","2.01321","0","0","0","4","0",
"인천광역시","25-29세","가족돌봄","인원","명","","","","214.793","0","136.025","0","0","176.814","0","0",
"인천광역시","25-29세","가족돌봄","비율","%","","","","2.39798","0","1.46086","0","0","3.0303","0","0",
"인천광역시","25-29세","육아","인원","명","5107.862","3724.738","3046.16","3037.965","3132.94","1894.703","1745.665","1652.589","2652.21","2105.604","1327.439",
"인천광역시","25-29세","육아","비율","%",".26526",".18518",".15385","33.91622","31.9908","20.34842","19.34554","27.4658","45.45455","36","37.6",
"인천광역시","30-34세","경력단절여성 전체","인원","명","37097.424","37400.635","30485.422","33209.804","27059.782","30322.219","27030.381","20354.889","15507.221","17046.216","13940.221",
"인천광역시","30-34세","경력단절여성 전체","비율","%","1.92656","1.85943","1.53966","100","100","100","100","100","100","100","100",
"인천광역시","30-34세","결혼준비","인원","명","12985.263","14592.609","10149.458","11133.361","7622.664","6874.911","8201.933","7340.476","4110.062","2841.036","2205.868",
"인천광역시","30-34세","결혼준비","비율","%",".67436",".72549",".5126","33.52432","28.16972","22.67285","30.34339","36.06247","26.50418","16.66667","15.8",
"인천광역시","30-34세","임신, 출산","인원","명","10236.032","9431.034","8113.33","7342.171","8882.966","11441.4","6581.331","5673.937","4546.337","4971.813","3578.231",
"인천광역시","30-34세","임신, 출산","비율","%",".53158",".46888",".40976","22.10844","32.82719","37.73273","24.3479","27.87506","29.31755","29.16667","25.7",
"인천광역시","30-34세","자녀교육(초등학생)","인원","명","467.825","673.499","563.508","587.152","554.328","312.507","348.39","195.653","0","0","0",
"인천광역시","30-34세","자녀교육(초등학생)","비율","%",".0243",".03348",".02846","1.76801","2.04853","1.03062","1.28888",".96121","0","0","0",
"인천광역시","30-34세","가족돌봄","인원","명","","","","588.959","417.091","433.872","176.252","391.306","0","236.753","0",
"인천광역시","30-34세","가족돌봄","비율","%","","","","1.77345","1.54137","1.43087",".65205","1.92242","0","1.38889","0",
"인천광역시","30-34세","육아","인원","명","13408.304","12703.493","11659.126","13558.161","9582.733","11259.529","11722.475","6753.517","6850.822","8996.614","8156.122",
"인천광역시","30-34세","육아","비율","%",".69633",".63157",".58884","40.82578","35.41319","37.13293","43.36778","33.17884","44.17827","52.77778","58.5",
"인천광역시","35-39세","경력단절여성 전체","인원","명","29825.155","34781.074","35042.151","35732.472","40130.069","36110.571","29641.228","31979.918","29155.31","26313.75","22292.765",
"인천광역시","35-39세","경력단절여성 전체","비율","%","1.54889","1.7292","1.7698","100","100","100","100","100","100","100","100",
"인천광역시","35-39세","결혼준비","인원","명","13905.651","13513.124","12835.773","11982.198","11922.878","9658.028","6308.615","9565.776","5760.519","4631.22","4954.047",
"인천광역시","35-39세","결혼준비","비율","%",".72215",".67183",".64827","33.53308","29.71058","26.74571","21.28324","29.91182","19.75804","17.6","22.2",
"인천광역시","35-39세","임신, 출산","인원","명","4782.275","7625.181","5374.51","7212.37","10610.779","10767.187","7997.008","8502.912","5394.03","5473.26","4807.139",
"인천광역시","35-39세","임신, 출산","비율","%",".24836",".3791",".27144","20.18436","26.44097","29.81727","26.97934","26.58829","18.50102","20.8","21.6",
"인천광역시","35-39세","자녀교육(초등학생)","인원","명","1166.778","1956.185","1121.148","2351.171","1510.91","1134.406","1475.454","531.432","539.403","631.53","482.426",
"인천광역시","35-39세","자녀교육(초등학생)","비율","%",".06059",".09725",".05662","6.57993","3.76503","3.14148","4.97771","1.66177","1.8501","2.4","2.2",
"인천광역시","35-39세","가족돌봄","인원","명","","","","647.212","708.379","278.956","430.153","0","539.403","210.51","190.259",
"인천광역시","35-39세","가족돌봄","비율","%","","","","1.81127","1.76521",".77251","1.4512","0","1.8501",".8",".9",
"인천광역시","35-39세","육아","인원","명","9970.451","11686.584","15710.72","13539.521","15377.123","14271.994","13429.998","13379.798","16921.955","15367.23","11858.894",
"인천광역시","35-39세","육아","비율","%",".51779",".58102",".79347","37.89136","38.31821","39.52304","45.30851","41.83812","58.04073","58.4","53.2",
"인천광역시","40-44세","경력단절여성 전체","인원","명","15950.77","17663.623","21689.363","22191.529","21326.126","18234.631","19154.855","20927.055","25650.534","20806.574","16001.602",
"인천광역시","40-44세","경력단절여성 전체","비율","%",".82836",".87818","1.09542","100","100","100","100","100","100","100","100",
"인천광역시","40-44세","결혼준비","인원","명","9349.869","9254.55","11415.601","8068.83","7845.622","5306.417","6366.468","7206.198","6467.168","4963.036","4560.105",
"인천광역시","40-44세","결혼준비","비율","%",".48556",".4601",".57654","36.35996","36.78878","29.10076","33.23684","34.43484","25.21261","23.85321","28.5",
"인천광역시","40-44세","임신, 출산","인원","명","1733.926","3898.681","2034","1931.889","4056.807","4061.665","2690.86","5970.169","5493.885","4199.492","3409.582",
"인천광역시","40-44세","임신, 출산","비율","%",".09005",".19383",".10273","8.70552","19.02271","22.27446","14.04793","28.52847","21.41821","20.18349","21.3",
"인천광역시","40-44세","자녀교육(초등학생)","인원","명","915.496","1404.291","1998.218","1379.441","1185.95","1099.093","1965.353","1005.516","643.509","1145.316","438.184",
"인천광역시","40-44세","자녀교육(초등학생)","비율","%",".04754",".06982",".10092","6.21607","5.56102","6.0275","10.26034","4.80486","2.50875","5.50459","2.7",
"인천광역시","40-44세","가족돌봄","인원","명","","","","2691.138","1132.399","1120.393","1032.281","942.589","2020.99","954.43","1019.157",
"인천광역시","40-44세","가족돌봄","비율","%","","","","12.12687","5.30991","6.14431","5.38914","4.50416","7.87894","4.58716","6.4",
"인천광역시","40-44세","육아","인원","명","3951.479","3106.101","6241.544","8120.231","7105.348","6647.063","7099.893","5802.583","11024.982","9544.3","6574.574",
"인천광역시","40-44세","육아","비율","%",".20521",".15442",".31523","36.59158","33.31757","36.45296","37.06576","27.72766","42.98149","45.87156","41.1",
"인천광역시","45-49세","경력단절여성 전체","인원","명","10513.704","7711.122","8695.359","11429.279","10882.367","9750.594","10051.481","15156.725","15265.322","10044.507","12500.605",
"인천광역시","45-49세","경력단절여성 전체","비율","%",".546",".38337",".43916","100","100","100","100","100","100","100","100",
"인천광역시","45-49세","결혼준비","인원","명","7460.865","5652.637","5261.726","4679.283","4318.517","4448.528","4917.547","6166.743","5018.736","3221.823","4715.431",
"인천광역시","45-49세","결혼준비","비율","%",".38746",".28103",".26574","40.94119","39.68362","45.62315","48.92361","40.68651","32.87671","32.07547","37.7",
"인천광역시","45-49세","임신, 출산","인원","명","1225.199","648.762","968.865","1428.59","2204.18","1322.653","1115.856","2498.338","2718.482","1516.152","1979.959",
"인천광역시","45-49세","임신, 출산","비율","%",".06363",".03225",".04893","12.49939","20.2546","13.56485","11.10141","16.48336","17.80822","15.09434","15.8",
"인천광역시","45-49세","자녀교육(초등학생)","인원","명","249.746","650.04","512.634","798.986","204.533","742.769","466.641","560.613","1045.57","189.519","714.704",
"인천광역시","45-49세","자녀교육(초등학생)","비율","%",".01297",".03232",".02589","6.99069","1.87949","7.61768","4.64251","3.69877","6.84932","1.88679","5.7",
"인천광역시","45-49세","가족돌봄","인원","명","","","","2652.271","2227.633","890.136","1083.917","934.355","1463.798","1705.671","1680.147",
"인천광역시","45-49세","가족돌봄","비율","%","","","","23.20593","20.47011","9.12904","10.78365","6.16462","9.58904","16.98113","13.4",
"인천광역시","45-49세","육아","인원","명","1577.894","759.683","1952.134","1870.149","1927.504","2346.508","2467.52","4996.676","5018.736","3411.342","3410.364",
"인천광역시","45-49세","육아","비율","%",".08194",".03777",".09859","16.36279","17.71218","24.06528","24.54882","32.96673","32.87671","33.96226","27.3",
"인천광역시","50-54세","경력단절여성 전체","인원","명","6098.217","5614.977","5221.788","8337.849","10016.137","8936.193","6122.777","6085.982","5862.716","8555.316","6682.376",
"인천광역시","50-54세","경력단절여성 전체","비율","%",".3167",".27916",".26373","100","100","100","100","100","100","100","100",
"인천광역시","50-54세","결혼준비","인원","명","4447.931","3430.559","3828.833","2792.846","4027.933","2821.311","2342.205","3059.892","2005.666","2002.308","2616.272",
"인천광역시","50-54세","결혼준비","비율","%",".23099",".17056",".19337","33.496","40.21444","31.57173","38.25397","50.2777","34.21053","23.40426","39.2",
"인천광역시","50-54세","임신, 출산","인원","명","285.319","200.43","126.838","463.889","910.784","1491.038","717.117","339.988","154.282","2366.364","845.55",
"인천광역시","50-54세","임신, 출산","비율","%",".01482",".00996",".00641","5.56365","9.09317","16.68538","11.71228","5.58641","2.63158","27.65957","12.7",
"인천광역시","50-54세","자녀교육(초등학생)","인원","명","348.322","608.673","506.13","309.849","614.12","180.917","349.11","509.982","308.564","728.112","148.841",
"인천광역시","50-54세","자녀교육(초등학생)","비율","%",".01809",".03026",".02556","3.71617","6.13131","2.02454","5.70182","8.37962","5.26316","8.51064","2.2",
"인천광역시","50-54세","가족돌봄","인원","명","","","","3531.272","3054.442","3083.349","1615.011","1836.132","1851.384","1638.252","1295.135",
"인천광역시","50-54세","가족돌봄","비율","%","","","","42.35231","30.49521","34.50406","26.3771","30.16986","31.57895","19.14894","19.4",
"인천광역시","50-54세","육아","인원","명","1016.645","1375.315","759.987","1239.993","1408.858","1359.578","1099.334","339.988","1542.82","1820.28","1776.578",
"인천광역시","50-54세","육아","비율","%",".0528",".06838",".03838","14.87186","14.06588","15.21429","17.95483","5.58641","26.31579","21.2766","26.6",
"인천광역시","초졸이하","경력단절여성 전체","인원","명","2058.903","869.793","1030.942","142.405","484.902","282.071","1492.672","913.18","176.814","364.056","303.433",
"인천광역시","초졸이하","경력단절여성 전체","비율","%",".10692",".04324",".05207","100","100","100","100","100","100","100","100",
"인천광역시","초졸이하","결혼준비","인원","명","1187.47","464.901","741.543","142.405","171.945","282.071","323.13","195.653","0","0","30.503",
"인천광역시","초졸이하","결혼준비","비율","%",".06167",".02311",".03745","100","35.45974","100","21.64776","21.42546","0","0","10.1",
"인천광역시","초졸이하","임신, 출산","인원","명","346.534","0","161.934","0","154.988","0","324.966","717.527","0","0","0",
"인천광역시","초졸이하","임신, 출산","비율","%",".018","0",".00818","0","31.96275","0","21.77076","78.57454","0","0","0",
"인천광역시","초졸이하","자녀교육(초등학생)","인원","명","0","404.892","0","0","0","0","141.183","0","0","0","0",
"인천광역시","초졸이하","자녀교육(초등학생)","비율","%","0",".02013","0","0","0","0","9.45841","0","0","0","0",
"인천광역시","초졸이하","가족돌봄","인원","명","","","","0","0","0","324.015","0","0","182.028","119.929",
"인천광역시","초졸이하","가족돌봄","비율","%","","","","0","0","0","21.70705","0","0","50","39.5",
"인천광역시","초졸이하","육아","인원","명","524.899","0","127.465","0","157.969","0","379.378","0","176.814","182.028","153.001",
"인천광역시","초졸이하","육아","비율","%",".02726","0",".00644","0","32.57751","0","25.41603","0","100","50","50.4",
"인천광역시","중졸","경력단절여성 전체","인원","명","5439.094","4430.836","2430.872","2696.433","2132.552","1431.95","1904.481","1412.463","1838.705","1182.866","2421.4",
"인천광역시","중졸","경력단절여성 전체","비율","%",".28247",".22029",".12277","100","100","100","100","100","100","100","100",
"인천광역시","중졸","결혼준비","인원","명","2651.397","2165.747","1358.674","693.086","632.503","317.711","0","341.152","0","182.028","462.823",
"인천광역시","중졸","결혼준비","비율","%",".13769",".10767",".06862","25.70381","29.65944","22.1873","0","24.15299","0","15.38873","19.1",
"인천광역시","중졸","임신, 출산","인원","명","462.791","598.896","442.483","226.691","298.008","303.872","479.918","0","0","182.028","183.67",
"인천광역시","중졸","임신, 출산","비율","%",".02403",".02978",".02235","8.40707","13.97424","21.22085","25.19941","0","0","15.38873","7.6",
"인천광역시","중졸","자녀교육(초등학생)","인원","명","343.452","215.796","0","280.299","0","0","302.348","0","0","0","0",
"인천광역시","중졸","자녀교육(초등학생)","비율","%",".01784",".01073","0","10.39518","0","0","15.87561","0","0","0","0",
"인천광역시","중졸","가족돌봄","인원","명","","","","1084.908","597.001","506.131","337.371","356.865","517.678","371.547","509.87",
"인천광역시","중졸","가족돌봄","비율","%","","","","40.23493","27.99467","35.34558","17.71459","25.26544","28.15449","31.41074","21.1",
"인천광역시","중졸","육아","인원","명","1981.454","1450.397","629.715","411.449","605.04","304.236","784.844","714.446","1321.027","447.263","1265.037",
"인천광역시","중졸","육아","비율","%",".1029",".07211",".0318","15.25901","28.37164","21.24627","41.21039","50.58157","71.84551","37.81181","52.2",
"인천광역시","고졸","경력단절여성 전체","인원","명","59717.559","57825.722","58244.223","54362.272","55578.979","51017.139","40447.176","43249.879","42274.513","37316.06","33663.577",
"인천광역시","고졸","경력단절여성 전체","비율","%","3.10128","2.8749","2.94161","100","100","100","100","100","100","100","100",
"인천광역시","고졸","결혼준비","인원","명","31731.137","26764.067","24626.586","18490.329","18786.989","15900.388","14426.822","17917.983","12595.255","9304.319","9829.253",
"인천광역시","고졸","결혼준비","비율","%","1.64788","1.33062","1.24376","34.01316","33.80233","31.16676","35.6683","41.42898","29.79397","24.93382","29.2",
"인천광역시","고졸","임신, 출산","인원","명","11545.555","12448.453","9367.78","9457.837","12581.063","14929.172","8729.732","10486.175","8998.972","7368.271","8141.571",
"인천광역시","고졸","임신, 출산","비율","%",".59959",".61889",".47312","17.3978","22.63637","29.26305","21.58304","24.24556","21.28699","19.74558","24.2",
"인천광역시","고졸","자녀교육(초등학생)","인원","명","1319.971","3284.543","3147.422","2801.799","1570.242","2076.378","2011.868","1235.773","1123.606","1572.066","781.617",
"인천광역시","고졸","자녀교육(초등학생)","비율","%",".06855",".1633",".15896","5.15394","2.82524","4.06996","4.97406","2.85729","2.65788","4.21284","2.3",
