"성별","산업별","직업별","항목","단위","2013. 1/2","2013. 2/2","2014. 1/2","2014. 2/2","2015. 1/2","2015. 2/2","2016. 1/2","2016. 2/2","2017. 1/2","2017. 2/2","2018. 1/2","2018. 2/2","2019. 1/2","2019. 2/2","2020. 1/2","2020. 2/2","2021. 1/2",
"계","K. 금융 및 보험업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"계","K. 금융 및 보험업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","1.2","1.3","1.8","2.1","2.3","1.7","1.9","3.1","2",".9",".7","1.5","1.7","1.7","1.4","1.6","1.4",
"계","K. 금융 및 보험업","7. 기능원 및 관련 기능 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"계","K. 금융 및 보험업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","2.8","1.5","2.7","2.9","3.2","2.9","3.3","2.6","3.3","3.4","2.7","2","2.7","2.4","1.8","2.7","2.1",
"계","K. 금융 및 보험업","8. 장치,기계조작 및 조립종사자","C.V.","","","","","","","","","","","","*","*","*","","*","*","*",
"계","K. 금융 및 보험업","9. 단순노무 종사자","취업자 (천명)","","7.1","8.7","7.7","5","7.5","7","6.4","7.1","7","7.5","6.8","6","5.2","5.8","4.8","7.4","6.7",
"계","L. 부동산업 및 임대업","계","취업자 (천명)","","427.6","448","446.4","464","452.3","467.9","453.2","497.6","547.1","533.8","517.6","538.3","561.8","576.8","525.2","504.3","526.6",
"계","L. 부동산업 및 임대업","1. 관리자","취업자 (천명)","","19.3","17.6","18.1","17.2","16.8","14.1","12.6","10.8","6.3","7.4","12.3","15.6","16.7","18.3","19.1","18.2","15.1",
"계","L. 부동산업 및 임대업","2. 전문가 및 관련 종사자","취업자 (천명)","","152.4","155.4","156.6","168.8","159.1","173.4","173","201.2","225.4","215.4","197.6","196.9","196.4","189.8","159.1","155","153",
"계","L. 부동산업 및 임대업","3. 사무 종사자","취업자 (천명)","","103.3","112.9","112.7","112.9","115.2","113.7","116.2","130.2","145.2","146.2","142.3","145.5","148.3","162.7","141.2","135.4","149.9",
"계","L. 부동산업 및 임대업","4. 서비스 종사자","취업자 (천명)","",".4","","1.1",".2",".8",".6",".8",".6",".6",".7","1.1","1.2","1.7","2.7","1.8",".9","1.8",
"계","L. 부동산업 및 임대업","4. 서비스 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"계","L. 부동산업 및 임대업","5. 판매 종사자","취업자 (천명)","","3.5","2.8","3.7","4.4","5.3","5.7","5.8","7","8.2","5.1","4.6","6.5","8.6","6.4","5","4.4","3.7",
"계","L. 부동산업 및 임대업","6. 농림어업 숙련? 종사자","취업자 (천명)","",".1","0","","","",".2",".2",".3",".2",".2",".3","","","0","0",".1",".5",
"계","L. 부동산업 및 임대업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","*","","","*","*","*","*",
"계","L. 부동산업 및 임대업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","11.5","15.6","12.6","12.7","10.6","11.9","9.8","10.7","10.1","13.4","10.4","16","18.2","18.4","17","12.6","14.9",
"계","L. 부동산업 및 임대업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","23.1","22","25.8","29.2","28.4","30","31.7","31.6","35.3","31.7","30","29.8","31.4","33.5","34.5","36.8","36.8",
"계","L. 부동산업 및 임대업","9. 단순노무 종사자","취업자 (천명)","","114","121.6","115.9","118.7","115.9","118.3","103","105.1","115.7","113.6","119.1","126.9","140.4","144.9","147.4","140.9","150.9",
"계","M. 전문, 과학 및 기술 서비스업","계","취업자 (천명)","","1033.1","1023.9","1035.1","1039.7","1017.6","1061","1091.4","1107.2","1099.5","1090.1","1076.7","1095.8","1125.4","1181.9","1143.9","1173.1","1208.1",
"계","M. 전문, 과학 및 기술 서비스업","1. 관리자","취업자 (천명)","","24.6","18.9","16.4","15","15.9","14.4","17.8","16.3","16.7","9.5","13.3","13.2","19.1","16.3","18.9","21.4","17",
"계","M. 전문, 과학 및 기술 서비스업","2. 전문가 및 관련 종사자","취업자 (천명)","","622.4","630.3","631","624.3","610","634.2","654.4","663.1","664.5","644.2","651.1","653.4","657","697.1","691.2","702.5","727.5",
"계","M. 전문, 과학 및 기술 서비스업","3. 사무 종사자","취업자 (천명)","","318.7","310.1","320.3","339.3","319.5","336.4","355","353.4","349.4","349.9","338.6","354.6","366.4","385.2","359.5","370.2","384.4",
"계","M. 전문, 과학 및 기술 서비스업","4. 서비스 종사자","취업자 (천명)","","7.6","6.8","8.1","9.3","10.6","12.4","8.1","11.3","9.9","10.4","11","13","10","12.1","9.5","11.8","11.9",
"계","M. 전문, 과학 및 기술 서비스업","5. 판매 종사자","취업자 (천명)","","16.3","17.9","19","15.8","17.3","16.2","17.9","19.8","20.3","16.1","17.8","14.7","15.1","17.7","16.9","17.2","19.7",
"계","M. 전문, 과학 및 기술 서비스업","6. 농림어업 숙련? 종사자","취업자 (천명)","",".7",".9",".8",".5",".6",".3",".4","1.2",".5","1.8",".4",".7","2",".5","1",".9",".4",
"계","M. 전문, 과학 및 기술 서비스업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"계","M. 전문, 과학 및 기술 서비스업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","13.7","13.5","11.6","11.3","15.6","15.2","15.6","13","11.4","19.7","15.9","16.1","18.1","17.9","14.3","17.3","16.4",
"계","M. 전문, 과학 및 기술 서비스업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","14.3","11.1","14.2","13.9","16.4","17.4","13.2","13.6","11.9","23.4","15.7","18.1","20.6","19.6","18","15.7","15.3",
"계","M. 전문, 과학 및 기술 서비스업","9. 단순노무 종사자","취업자 (천명)","","14.7","14.4","13.6","10.4","11.7","14.5","9.1","15.3","15","15.2","12.9","12","17","15.5","14.8","16.1","15.5",
"계","N. 사업시설관리 및 사업지원 서비스업","계","취업자 (천명)","","1271","1227.1","1252.5","1249.6","1326.6","1373.7","1391.2","1412.4","1352.6","1370.6","1352.5","1281.3","1299.9","1339.8","1316.8","1401.5","1355.8",
"계","N. 사업시설관리 및 사업지원 서비스업","1. 관리자","취업자 (천명)","","12.6","9.7","9.3","10.4","10.3","8.7","8","7.3","4.8","9.7","11.6","9.8","12.9","9.7","11.3","12.1","9",
"계","N. 사업시설관리 및 사업지원 서비스업","2. 전문가 및 관련 종사자","취업자 (천명)","","52.4","49.3","52.3","51.2","57.1","62.3","54.2","63","50.8","60.3","63","60.5","62.6","59.1","59.7","64.8","57.6",
"계","N. 사업시설관리 및 사업지원 서비스업","3. 사무 종사자","취업자 (천명)","","253","254.6","249.6","230.9","237.9","245.5","251.1","258.7","239.9","270.3","270.5","272.4","275.9","285.1","280.8","275.8","266.1",
"계","N. 사업시설관리 및 사업지원 서비스업","4. 서비스 종사자","취업자 (천명)","","99.5","87","88.1","93.7","101.9","103.5","96.9","99.1","94.9","89.3","91.2","88.4","90.7","98","91.6","91.4","87.3",
"계","N. 사업시설관리 및 사업지원 서비스업","5. 판매 종사자","취업자 (천명)","","69.2","63.1","67.6","71.7","74.9","73.8","80.7","83.1","76.9","77.2","76","76.1","76.6","76.1","81.4","82.2","79.3",
"계","N. 사업시설관리 및 사업지원 서비스업","6. 농림어업 숙련? 종사자","취업자 (천명)","","13.3","8.9","10","14.8","11.6","9.7","9.5","11.1","8","15.2","12.9","15.2","11","16.4","11","11.2","11.7",
"계","N. 사업시설관리 및 사업지원 서비스업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","83.2","81","80.1","90.1","95.8","98.1","99.8","97.8","106.1","88.1","87","79.9","81.9","87.7","80.1","95.4","89.2",
"계","N. 사업시설관리 및 사업지원 서비스업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","87.1","87.4","81.5","81.9","98.8","99.9","97.7","96.8","92.6","93.7","90.5","82.9","87.9","96.8","96.3","100.3","96.1",
"계","N. 사업시설관리 및 사업지원 서비스업","9. 단순노무 종사자","취업자 (천명)","","600.7","586","614.1","605","638.4","672.3","693.3","695.6","678.5","666.8","650","596.2","600.5","610.9","604.7","668.3","659.5",
"계","O. 공공행정, 국방 및 사회보장 행정","계","취업자 (천명)","","1008.1","1012.9","1038.3","963.8","968.8","973.2","1025","1030.1","1045.8","1115","1127.1","1146","1117","1096.7","1077.1","1220.1","1157.1",
"계","O. 공공행정, 국방 및 사회보장 행정","1. 관리자","취업자 (천명)","","14.2","15.4","13.4","14.9","11.2","14.1","10.4","14","12","14.2","11.8","13.1","13.1","12.1","11.3","13","14.4",
"계","O. 공공행정, 국방 및 사회보장 행정","2. 전문가 및 관련 종사자","취업자 (천명)","","105.4","108.1","106.9","98.7","99","101.7","99.5","93.8","95.6","93.3","96.9","105.8","96.4","101.2","100.8","92.7","93.6",
"계","O. 공공행정, 국방 및 사회보장 행정","3. 사무 종사자","취업자 (천명)","","465.2","474.9","475.7","440.9","439.8","447.5","475.7","476.3","486.2","526.1","526.8","532.2","502.1","483.7","499.9","496.6","498.8",
"계","O. 공공행정, 국방 및 사회보장 행정","4. 서비스 종사자","취업자 (천명)","","182.8","187.5","197.4","183.8","184.1","173.9","191","199.3","198.4","212.3","210.9","207.9","201.4","190.3","203.1","191.1","203.6",
"계","O. 공공행정, 국방 및 사회보장 행정","5. 판매 종사자","취업자 (천명)","",".7","1","1.5","1.3",".7","1.2","1.5","1.1","1.3","1.7",".7","2","2.4","2.6","1.8","3.1","1.2",
"계","O. 공공행정, 국방 및 사회보장 행정","5. 판매 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"계","O. 공공행정, 국방 및 사회보장 행정","6. 농림어업 숙련? 종사자","취업자 (천명)","","2.4","1.4","1.3","2.1","1.3","1.2","1.6","1.2",".9","1.2","2.8","2.8","2","2.6","1.4","1.7",".8",
"계","O. 공공행정, 국방 및 사회보장 행정","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"계","O. 공공행정, 국방 및 사회보장 행정","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","16.5","15.2","14.3","14.2","13.9","16.7","15","13.1","15.4","12.9","10.7","12.2","11.2","11.8","10.9","28.5","16.8",
"계","O. 공공행정, 국방 및 사회보장 행정","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","13.4","13.1","14.6","13.9","12.5","15.2","15.4","15.3","16.3","14.7","14.8","14.4","13.5","15.9","15.6","15.7","16.7",
"계","O. 공공행정, 국방 및 사회보장 행정","9. 단순노무 종사자","취업자 (천명)","","207.4","196.4","213.3","194","206.5","201.7","214.9","216","219.7","238.7","251.7","255.7","275","276.4","232.3","377.8","311.1",
"계","P. 교육 서비스업","계","취업자 (천명)","","1744.8","1790.3","1837.2","1851.9","1815","1888.4","1855.4","1881","1940.4","1884.6","1834.1","1869.5","1889.2","1875.3","1759.2","1772","1824.7",
"계","P. 교육 서비스업","1. 관리자","취업자 (천명)","","32.1","35.7","36","33.8","33.3","32.2","31.9","38.7","40.4","38.2","39","43.6","46.3","46.6","50.5","49.5","47.7",
"계","P. 교육 서비스업","2. 전문가 및 관련 종사자","취업자 (천명)","","1300.1","1335.1","1366.5","1380.2","1354.4","1406.1","1375.3","1390.8","1427.9","1402.7","1371","1392.8","1405.8","1374.3","1269.8","1271.8","1287.8",
"계","P. 교육 서비스업","3. 사무 종사자","취업자 (천명)","","212.6","218.7","219.5","215","219.6","220.4","226.9","225.9","239.6","226.9","211.9","219.7","215.2","223.9","225.3","214.9","224.1",
"계","P. 교육 서비스업","4. 서비스 종사자","취업자 (천명)","","100.5","105.5","113.3","116.2","105.6","112.5","106.3","110.1","109.7","96","99","97.9","101","101.6","101.4","104.3","114.7",
"계","P. 교육 서비스업","5. 판매 종사자","취업자 (천명)","","1.7","3.6","2.2","2.1","1.2","2.2","2.3","3","1.9","3.2","3","1.1","2.5","2.9","1.9","3.1","2.8",
"계","P. 교육 서비스업","5. 판매 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"계","P. 교육 서비스업","6. 농림어업 숙련? 종사자","취업자 (천명)","",".8",".9",".2",".2",".2",".4",".1",".2",".9",".3",".3",".7",".8","1",".4","1","1.2",
"계","P. 교육 서비스업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"계","P. 교육 서비스업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","8.3","8.5","7.4","7.6","7.5","7.2","7.2","5.7","5.4","6.1","4.5","5.9","5.1","5.9","7.1","10.2","15.2",
"계","P. 교육 서비스업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","26.5","23.7","25","26.6","27.5","31","31.8","32","31.5","28.7","30.1","24.5","29.2","25","22.4","21.9","25.1",
"계","P. 교육 서비스업","9. 단순노무 종사자","취업자 (천명)","","62.1","58.8","67.1","70","65.8","76.4","73.7","74.6","83.1","82.5","75.4","83.4","83.1","94.2","80.3","95.3","106.1",
"계","Q. 보건업 및 사회복지 서비스업","계","취업자 (천명)","","1546.2","1624.1","1692.6","1774","1770","1832.9","1851.8","1922.9","1919.7","1990","2063.2","2148.5","2190.3","2299.9","2267.4","2405.3","2491.7",
"계","Q. 보건업 및 사회복지 서비스업","1. 관리자","취업자 (천명)","","15.3","14.4","16.6","16.7","15","13.8","10.9","9.1","10.9","12.1","13.7","10.9","12.2","15.9","16.7","16.9","14.1",
"계","Q. 보건업 및 사회복지 서비스업","2. 전문가 및 관련 종사자","취업자 (천명)","","968.3","1027.6","1043.7","1080.4","1079","1097.9","1104.1","1126","1147.1","1144.2","1168.8","1193.8","1199.8","1202.1","1186.4","1185","1203.1",
"계","Q. 보건업 및 사회복지 서비스업","3. 사무 종사자","취업자 (천명)","","143.1","148","155.1","161.3","163.4","174.5","173.7","172.9","168.4","178.4","180.5","182","182.3","187.4","181.6","188.5","195.5",
"계","Q. 보건업 및 사회복지 서비스업","4. 서비스 종사자","취업자 (천명)","","267.3","278.4","292.4","316.4","319.2","339.7","362.3","388.7","383.7","420.6","428.2","464.7","481.4","525.6","547.2","567.7","598.9",
"계","Q. 보건업 및 사회복지 서비스업","5. 판매 종사자","취업자 (천명)","","2.9","2.8","2.8","2.5","2.5","4.2","3.2","2.8","3.3","1.8","3.1","3.3","3.1","2.4","2.4","3.7","4.4",
"계","Q. 보건업 및 사회복지 서비스업","5. 판매 종사자","C.V.","","","","","","","","","","","","","*","*","*","*","","",
"계","Q. 보건업 및 사회복지 서비스업","6. 농림어업 숙련? 종사자","취업자 (천명)","",".2",".1",".2",".2",".5",".1",".1",".4","0",".1","",".8",".1",".4",".2","1",".7",
"계","Q. 보건업 및 사회복지 서비스업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","","*","*","*","*","*","*",
"계","Q. 보건업 및 사회복지 서비스업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","9.1","9","8.4","9.3","6.2","8.2","8.8","10","7.7","6.7","8.3","7.8","8.5","8","8.5","11.3","11.6",
"계","Q. 보건업 및 사회복지 서비스업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","22.5","23.9","24.2","24.3","26.9","27.5","25.4","24.2","22.2","23.3","30.5","31.7","31.9","31.2","27.2","27.6","26.8",
"계","Q. 보건업 및 사회복지 서비스업","9. 단순노무 종사자","취업자 (천명)","","117.6","119.9","149.2","162.9","157.3","167","163.3","188.8","176.5","202.9","230.3","253.5","271","326.9","297.3","403.5","436.7",
"계","R. 예술, 스포츠 및 여가관련 서비스업","계","취업자 (천명)","","395.1","396","381.5","412.8","449.9","429.1","389.2","423.8","418.5","432.6","438.7","432.3","472.1","528","482.8","491.4","472.1",
"계","R. 예술, 스포츠 및 여가관련 서비스업","1. 관리자","취업자 (천명)","","4.2","3","1.9","1.5","3.3","3.1","2.9","3.8","2.3","2.7","2.6","2.8","2.9","2.5","3.3","3","4",
"계","R. 예술, 스포츠 및 여가관련 서비스업","1. 관리자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"계","R. 예술, 스포츠 및 여가관련 서비스업","2. 전문가 및 관련 종사자","취업자 (천명)","","116.1","118","113.3","126.8","143","152.9","132.9","143.6","147","146.8","153.6","149.3","158.7","179.3","171.6","183.5","178.2",
"계","R. 예술, 스포츠 및 여가관련 서비스업","3. 사무 종사자","취업자 (천명)","","46.8","45","52.1","51.4","59.8","58.2","58.8","65.4","57.7","46.1","54.9","56.9","55.9","63.9","63.6","66.9","65",
"계","R. 예술, 스포츠 및 여가관련 서비스업","4. 서비스 종사자","취업자 (천명)","","174.1","169.1","159.2","175.3","172.4","144.3","128.5","137.8","140.8","169.4","155.8","152","171.9","174.2","155.7","147.9","139.3",
"계","R. 예술, 스포츠 및 여가관련 서비스업","5. 판매 종사자","취업자 (천명)","","16.4","20.4","17.4","20.5","21.8","25.3","22","25.1","24.6","18.6","24.4","23.4","28.9","35","27.9","30.1","25.9",
"계","R. 예술, 스포츠 및 여가관련 서비스업","6. 농림어업 숙련? 종사자","취업자 (천명)","","5.9","4.9","6.6","6","5.6","4.4","4.4","4.9","4","4","5.1","7.9","7.2","15.1","10.1","6.8","6.9",
"계","R. 예술, 스포츠 및 여가관련 서비스업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","","","","*","","","",
"계","R. 예술, 스포츠 및 여가관련 서비스업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","4.4","4.9","4.9","5.8","6.6","4.8","6.7","6.2","4.6","7.2","5.9","4.3","6","7.7","7","7.5","6",
"계","R. 예술, 스포츠 및 여가관련 서비스업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","4","5.9","3.8","2.7","6.1","5.1","4.3","3.6","5","5.9","5.4","4.9","6.1","7.6","9.2","7","6.1",
"계","R. 예술, 스포츠 및 여가관련 서비스업","9. 단순노무 종사자","취업자 (천명)","","23.3","24.9","22.3","22.9","31.2","31.2","28.7","33.4","32.5","31.8","31","30.7","34.7","42.6","34.5","38.8","40.7",
"계","S. 협회 및 단체, 수리  및 기타 개인 서비스업","계","취업자 (천명)","","1256.8","1266.6","1259.6","1231.4","1240","1229.3","1245.2","1223.7","1218.4","1230.5","1248.8","1198.3","1259.7","1212.8","1160.4","1182.3","1130.5",
"계","S. 협회 및 단체, 수리  및 기타 개인 서비스업","1. 관리자","취업자 (천명)","","6.4","6.9","7","5.2","5.2","5.9","3.3","3.9","2.1","3.7","4.8","3.6","3.5","2.7","4.4","5.3","3.3",
"계","S. 협회 및 단체, 수리  및 기타 개인 서비스업","1. 관리자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"계","S. 협회 및 단체, 수리  및 기타 개인 서비스업","2. 전문가 및 관련 종사자","취업자 (천명)","","175.4","192.7","178.8","179.9","167.9","173.3","165.5","173.6","169.3","164.1","173.4","165.5","183.1","182.2","171","161.4","159.4",
"계","S. 협회 및 단체, 수리  및 기타 개인 서비스업","3. 사무 종사자","취업자 (천명)","","126.8","128","122.1","123.5","117.6","119.6","127.3","116.6","111.2","121.9","133.1","129.2","136.6","128.4","125.7","136.1","132.2",
"계","S. 협회 및 단체, 수리  및 기타 개인 서비스업","4. 서비스 종사자","취업자 (천명)","","432.7","423.3","429.1","422.1","422.2","386.5","406.5","401.3","415.3","412.6","408.3","390.2","440.2","423.4","397.6","414.1","389.2",
"계","S. 협회 및 단체, 수리  및 기타 개인 서비스업","5. 판매 종사자","취업자 (천명)","","30.8","25.5","25.9","26.4","26.8","25.3","29.4","26.4","23.6","23.9","21.4","21.6","25.2","26.4","24.6","24.2","22.5",
"계","S. 협회 및 단체, 수리  및 기타 개인 서비스업","6. 농림어업 숙련? 종사자","취업자 (천명)","",".1","","",".1","",".2",".5","","0","1",".2",".2",".3",".4",".3","0",".4",
"계","S. 협회 및 단체, 수리  및 기타 개인 서비스업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"계","S. 협회 및 단체, 수리  및 기타 개인 서비스업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","266","264.9","248.1","241.6","247.1","262","264.5","255.2","251.3","251.3","252.7","254","260.2","244.6","249.2","251.9","244",
"계","S. 협회 및 단체, 수리  및 기타 개인 서비스업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","71.5","71","67.4","66.5","57.3","65.2","66.4","62.6","62.5","56.3","59.7","54","56.3","59.3","58","60.1","55.4",
"계","S. 협회 및 단체, 수리  및 기타 개인 서비스업","9. 단순노무 종사자","취업자 (천명)","","147.1","154.2","181.2","166.1","196","191.4","181.8","184.1","183","195.8","195.2","179.9","154.3","145.4","129.6","129.1","124.1",
"계","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","계","취업자 (천명)","","177","167.6","123.9","103.5","89.4","71.2","70.4","64.8","70.6","59.1","51.1","41","58.8","100.6","88.8","105.1","91.1",
"계","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","1. 관리자","취업자 (천명)","","","","","","","","","","","","","","","","","","",
"계","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","2. 전문가 및 관련 종사자","취업자 (천명)","",".1",".6",".8",".1",".6",".8","2.4",".6",".2","1.8",".1","",".5","1.6","","1.1",".1",
"계","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","2. 전문가 및 관련 종사자","C.V.","","","","","","","","","","","","*","","*","*","","*","*",
"계","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","3. 사무 종사자","취업자 (천명)","",".5",".2",".6","","","","","","",".1","","","",".1","","","",
"계","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","3. 사무 종사자","C.V.","","","","","","","","","","","","","","","*","","","",
"계","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","4. 서비스 종사자","취업자 (천명)","","4.6","2","1.5","1.8","1.3",".9","1.5","2.7","1.7","1.5","2.1","1.2","1.1","4.6","4.3","5.5","4.3",
"계","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","4. 서비스 종사자","C.V.","","","","","","","","","","","","*","*","*","","*","","*",
"계","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","5. 판매 종사자","취업자 (천명)","","","","","","","","","","","","","","","","","","",
"계","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","6. 농림어업 숙련? 종사자","취업자 (천명)","",".2",".1",".1","0","","","0","","","","","","","",".5","","",
"계","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","","","","","*","","",
"계","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","","0","0","0","",".1",".3",".1",".2","0",".2",".1",".2",".1",".2",".3",".6",
"계","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","7. 기능원 및 관련 기능 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"계","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","1.5","1.3","2.1","1.4","1.8",".6",".2",".2",".1",".2","",".1",".3",".2","",".2",".7",
"계","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","8. 장치,기계조작 및 조립종사자","C.V.","","","","","","","","","","","","","*","*","*","","*","*",
"계","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","9. 단순노무 종사자","취업자 (천명)","","170.2","163.4","118.8","100.1","85.7","68.9","65.9","61.4","68.5","55.4","48.7","39.5","56.7","94.1","83.8","98","85.4",
"계","U. 국제 및 외국기관","계","취업자 (천명)","","7.6","8.6","13.2","16.5","16.1","20.6","19.1","14.1","10.9","12.3","4.8","7.1","10.6","15.1","16.1","16","14.7",
"계","U. 국제 및 외국기관","1. 관리자","취업자 (천명)","","","","","",".2",".2","",".1","",".3",".1","","","","","","",
"계","U. 국제 및 외국기관","1. 관리자","C.V.","","","","","","","","","","","","*","","","","","","",
"계","U. 국제 및 외국기관","2. 전문가 및 관련 종사자","취업자 (천명)","","1.4","1.9","2.8","4.1","3.4","2.6","3.9","2.3","1.4",".8",".5",".4",".6",".9",".8","2.1","2",
"계","U. 국제 및 외국기관","2. 전문가 및 관련 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"계","U. 국제 및 외국기관","3. 사무 종사자","취업자 (천명)","","3.4","3.8","5.6","7.3","7.5","11","8","6.9","5.8","6.9","2.6","4.3","6.9","8.3","9.5","5.9","5.8",
"계","U. 국제 및 외국기관","4. 서비스 종사자","취업자 (천명)","",".8",".6","1",".8","1",".7",".9","1","1.2",".3",".2","0",".2",".6","1.4","1.1","1",
"계","U. 국제 및 외국기관","4. 서비스 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"계","U. 국제 및 외국기관","5. 판매 종사자","취업자 (천명)","",".2",".2",".3",".1",".2",".3",".4",".3",".1",".5",".2",".4",".4","","","",".8",
"계","U. 국제 및 외국기관","5. 판매 종사자","C.V.","","","","","","","","","","","","*","*","*","","","","*",
"계","U. 국제 및 외국기관","6. 농림어업 숙련? 종사자","취업자 (천명)","","","",".3","0","",".1",".2","","","","","","","","","","",
"계","U. 국제 및 외국기관","7. 기능원 및 관련 기능 종사자","취업자 (천명)","",".7",".9","1.6","2","2.4","4.7","4.1","2",".8","1.7",".5",".9","1.1","1.7","1.7","3.7","2.4",
"계","U. 국제 및 외국기관","7. 기능원 및 관련 기능 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"계","U. 국제 및 외국기관","8. 장치,기계조작 및 조립종사자","취업자 (천명)","",".4",".6",".9","1.3","1",".4",".5",".4",".7","1.3",".4",".7","1","1.8","1.6","1.9","1",
"계","U. 국제 및 외국기관","8. 장치,기계조작 및 조립종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"계","U. 국제 및 외국기관","9. 단순노무 종사자","취업자 (천명)","",".6",".6",".6","1",".4",".5","1.1","1",".9",".5",".2",".5",".5","1.7","1.1","1.3","1.7",
"계","U. 국제 및 외국기관","9. 단순노무 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","계","계","취업자 (천명)","","14747.6","14965","15094.6","15198.7","15191.5","15285","15190.5","15409.5","15377.9","15468.5","15390.7","15461.9","15419.8","15605.7","15236.8","15455.5","15514.4",
"남자","계","1. 관리자","취업자 (천명)","","365.5","361.1","348.8","356.8","318.6","316.5","305.4","292.1","266.6","284.5","301.2","329.1","351.3","337.2","333.8","340","325",
"남자","계","2. 전문가 및 관련 종사자","취업자 (천명)","","2650.4","2724.2","2762.1","2741.2","2697.7","2752.5","2726.2","2809.7","2813.4","2807.5","2847.1","2804.6","2812.6","2879.5","2832.7","2833.2","2849",
"남자","계","3. 사무 종사자","취업자 (천명)","","2282.1","2324","2330.6","2293.1","2337.6","2387.3","2373.8","2390","2444.1","2439.7","2432.4","2473.1","2391.1","2390.8","2322.7","2282.5","2326.8",
"남자","계","4. 서비스 종사자","취업자 (천명)","","880.2","925.2","966.9","1002.8","970.1","930.2","937.7","984.1","969.7","996.4","976.4","962.7","1027.9","1046.9","995","995.4","1057.4",
"남자","계","5. 판매 종사자","취업자 (천명)","","1509.2","1519.6","1553.4","1558.3","1511.6","1501.5","1519.8","1540.1","1509.1","1518.6","1490.1","1490","1512.3","1496","1447","1402.8","1349.6",
"남자","계","6. 농림어업 숙련? 종사자","취업자 (천명)","","880.4","922.8","858.5","873.3","796.9","797.6","766.3","794.3","786.7","818.2","800.3","841.6","831","886.1","874.3","915","882.7",
