"행정구역별","연령·교육정도별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"부산광역시","25-29세","실업자","명","280.891","324.027","294.633","567.124","0","181.205","238.116","574.536","720.932","316.242","157.951",
"부산광역시","25-29세","비경제활동인구","명","19900.745","14292.489","12483.383","14366.972","11271.555","9618.615","8238.443","8524.72","8306.436","8543.04","5433.337",
"부산광역시","25-29세","비취업자(실업자+비경활)","명","20181.636","14616.516","12778.016","14934.096","11271.555","9799.82","8476.559","9099.256","9027.37","8859.282","5591.288",
"부산광역시","25-29세","경력단절여성","명","13886.317","8761.296","8336.213","8866.602","8074.983","7009.68","5520.368","6217.508","5245.133","6140.31","3187.564",
"부산광역시","25-29세","경제활동참가율","%","37.466","47.72244","49.77181","36.87371","40.78342","51.72376","56.47298","53.74035","47.46766","42.22697","40.5",
"부산광역시","25-29세","실업률","%","2.35585","2.48351","2.38184","6.75781","0","1.75833","2.22773","5.80148","9.60525","5.06457","4.3",
"부산광역시","25-29세","고용률","%","36.58336","46.53725","48.58632","34.38185","40.78342","50.81428","55.21492","50.62262","42.90828","40.08835","95.7",
"부산광역시","25-29세","경력단절여성 비율 1","%","43.63489","32.04615","33.54162","38.9585","42.42298","35.18189","29.16633","33.73949","33.17176","41.52437","34.9",
"부산광역시","25-29세","경력단절여성 비율 2","%","68.8067","59.94107","65.23871","59.37153","71.64036","71.52866","65.12511","68.32985","58.10257","69.30934","57",
"부산광역시","30-34세","15-54세 기혼 여성","명","87755.915","81588.513","82042.621","76335.763","73504.614","66084.222","58843.155","53537.804","51221.239","45291.712","42792.703",
"부산광역시","30-34세","경제활동인구","명","34697.796","37003.987","32659.109","36140.45","37162.942","32304.521","36161.506","29167.604","32965.893","26791.336","22285.855",
"부산광역시","30-34세","취업자","명","34013.925","36414.158","32017.626","35181.55","35348.678","31574.828","34380.94","28269.506","31731.485","26453.886","22224.077",
"부산광역시","30-34세","실업자","명","683.871","589.829","641.483","958.9","1814.264","729.693","1780.566","898.098","1234.408","337.45","61.778",
"부산광역시","30-34세","비경제활동인구","명","53058.119","44584.526","49383.512","40195.313","36341.672","33779.701","22681.649","24370.2","18255.346","18500.376","20506.848",
"부산광역시","30-34세","비취업자(실업자+비경활)","명","53741.99","45174.355","50024.995","41154.213","38155.936","34509.394","24462.215","25268.298","19489.75","18837.826","20568.626",
"부산광역시","30-34세","경력단절여성","명","35610.66","33980.449","38055.288","30470.554","25864.73","25630.656","17636.895","18650.732","13361.998","11695.64","12850.336",
"부산광역시","30-34세","경제활동참가율","%","39.53898","45.35441","39.80749","47.34406","50.55865","48.88386","61.45406","54.48039","64.35981","59.15284","52.1",
"부산광역시","30-34세","실업률","%","1.97093","1.59396","1.96418","2.65326","4.88192","2.2588","4.92393","3.07909","3.7445","1.25955",".3",
"부산광역시","30-34세","고용률","%","38.7597","44.63148","39.0256","46.0879","48.09042","47.77968","58.4281","52.80289","61.94986","58.40779","99.7",
"부산광역시","30-34세","경력단절여성 비율 1","%","40.57921","41.64857","46.38478","39.91649","35.1879","38.78483","29.97272","34.83657","26.08683","25.82291","30",
"부산광역시","30-34세","경력단절여성 비율 2","%","66.26227","75.22066","76.07255","74.03994","67.78691","74.27153","72.09852","73.8108","68.55909","62.08593","62.5",
"부산광역시","35-39세","15-54세 기혼 여성","명","112972.593","101211.302","98758.382","93208.229","96824.999","95662.784","93820.272","99403.799","97560.449","89947.246","82522.1",
"부산광역시","35-39세","경제활동인구","명","59668.914","54805.21","49893.545","51486.601","49006.277","48957.863","47084.52","51850.731","49447.832","44437.252","44025.85",
"부산광역시","35-39세","취업자","명","58674.55","53075.78","48146.4","48983.141","47052.928","48606.928","45229.914","50674.665","47907.821","42940.252","43114.355",
"부산광역시","35-39세","실업자","명","994.364","1729.43","1747.145","2503.46","1953.349","350.935","1854.606","1176.066","1540.011","1497","911.495",
"부산광역시","35-39세","비경제활동인구","명","53303.679","46406.092","48864.837","41721.628","47818.722","46704.921","46735.752","47553.068","48112.617","45509.994","38496.25",
"부산광역시","35-39세","비취업자(실업자+비경활)","명","54298.043","48135.522","50611.982","44225.088","49772.071","47055.856","48590.358","48729.134","49652.63","47006.994","39407.745",
"부산광역시","35-39세","경력단절여성","명","30943.835","29934.702","31390.569","32110.742","32543.788","31852.518","33832.189","34783.86","33534.294","30151.626","23860.906",
"부산광역시","35-39세","경제활동참가율","%","52.81716","54.1493","50.52082","55.23826","50.61325","51.17754","50.18587","52.16172","50.6843","49.40368","53.4",
"부산광역시","35-39세","실업률","%","1.66647","3.15559","3.50175","4.86235","3.98592",".71681","3.93889","2.26818","3.11442","3.3688","2.1",
"부산광역시","35-39세","고용률","%","51.93698","52.44057","48.75171","52.55238","48.59585","50.8107","48.20911","50.9786","49.10578","47.73937","97.9",
"부산광역시","35-39세","경력단절여성 비율 1","%","27.39057","29.57644","31.78522","34.45054","33.61094","33.29667","36.06064","34.99249","34.37284","33.52146","28.9",
"부산광역시","35-39세","경력단절여성 비율 2","%","56.98886","62.18838","62.02201","72.60753","65.38564","67.69087","69.62737","71.38206","67.5378","64.14285","60.5",
"부산광역시","40-44세","15-54세 기혼 여성","명","133567.635","128127.148","128301.084","121986.614","118179.926","113463.017","110579.483","108196.319","102325.642","98609.968","101265.728",
"부산광역시","40-44세","경제활동인구","명","86372.228","75484.588","75712.904","76306.704","75250.324","69084.621","66757.26","66484.201","62905.354","60624.364","65608.191",
"부산광역시","40-44세","취업자","명","84939.358","74587.839","74031.764","74016.421","72508.844","66693.019","63029.953","64021.573","62609.994","60159.769","62875.959",
"부산광역시","40-44세","실업자","명","1432.87","896.749","1681.14","2290.283","2741.48","2391.602","3727.307","2462.628","295.36","464.595","2732.232",
"부산광역시","40-44세","비경제활동인구","명","47195.407","52642.56","52588.18","45679.91","42929.602","44378.396","43822.223","41712.118","39420.288","37985.604","35657.537",
"부산광역시","40-44세","비취업자(실업자+비경활)","명","48628.277","53539.309","54269.32","47970.193","45671.082","46769.998","47549.53","44174.746","39715.65","38450.199","38389.769",
"부산광역시","40-44세","경력단절여성","명","19833.357","21687.576","23272.319","21419.93","24248.293","24250.002","22924.763","23895.412","22760.136","19905.12","17248.673",
"부산광역시","40-44세","경제활동참가율","%","64.66554","58.91381","59.0119","62.55334","63.67437","60.88735","60.37039","61.44775","61.47565","61.47894","64.8",
"부산광역시","40-44세","실업률","%","1.65895","1.18799","2.22041","3.00142","3.64315","3.46184","5.58337","3.70408",".46953",".76635","4.2",
"부산광역시","40-44세","고용률","%","63.59277","58.21392","57.70159","60.67585","61.35462","58.77952","56.99968","59.17167","61.187","61.0078","95.8",
"부산광역시","40-44세","경력단절여성 비율 1","%","14.84892","16.9266","18.13883","17.55925","20.51811","21.3726","20.73148","22.08524","22.24285","20.18571","17",
"부산광역시","40-44세","경력단절여성 비율 2","%","40.78565","40.50776","42.88301","44.65258","53.09332","51.84948","48.21239","54.09292","57.30773","51.76857","44.9",
"부산광역시","45-49세","15-54세 기혼 여성","명","147602.521","139899.353","134271.025","138098.724","137669.907","139026.821","134196.36","131796.625","125943.627","119923.935","111640.562",
"부산광역시","45-49세","경제활동인구","명","100497.653","103180.827","94862.478","91459.386","93326.752","91891.501","91609.381","91471.681","88552.722","81560.167","74479.593",
"부산광역시","45-49세","취업자","명","99110.148","102284.469","91964.606","88240.108","88174.5","89267.498","89560.665","88920.337","85582.788","80813.432","73688.132",
"부산광역시","45-49세","실업자","명","1387.505","896.358","2897.872","3219.278","5152.252","2624.003","2048.716","2551.344","2969.934","746.735","791.461",
"부산광역시","45-49세","비경제활동인구","명","47104.868","36718.526","39408.547","46639.338","44343.155","47135.32","42586.979","40324.944","37390.905","38363.768","37160.969",
"부산광역시","45-49세","비취업자(실업자+비경활)","명","48492.373","37614.884","42306.419","49858.616","49495.407","49759.323","44635.695","42876.288","40360.84","39110.503","37952.43",
"부산광역시","45-49세","경력단절여성","명","10327.953","7310.136","8676.413","13407.605","12175.364","14377.296","11784.747","16934.562","13475.22","14777.309","12535.983",
"부산광역시","45-49세","경제활동참가율","%","68.08668","73.75361","70.65","66.22754","67.79023","66.09624","68.26518","69.40366","70.3114","68.00992","66.7",
"부산광역시","45-49세","실업률","%","1.38063",".86873","3.05481","3.5199","5.52066","2.85554","2.23636","2.78922","3.35386",".91556","1.1",
"부산광역시","45-49세","고용률","%","67.14665","73.1129","68.49177","63.8964","64.04777","64.20883","66.73852","67.46784","67.95325","67.38724","98.9",
"부산광역시","45-49세","경력단절여성 비율 1","%","6.99714","5.22528","6.46187","9.70871","8.84388","10.34138","8.78172","12.84901","10.69941","12.32223","11.2",
"부산광역시","45-49세","경력단절여성 비율 2","%","21.2981","19.43416","20.5085","26.89125","24.59898","28.89367","26.40207","39.49633","33.38687","37.78348","33",
"부산광역시","50-54세","15-54세 기혼 여성","명","169150.426","170589.604","170434.28","161030.703","153614.866","145637.814","136180.54","134591.029","137536.199","133396.07","137194.251",
"부산광역시","50-54세","경제활동인구","명","102303.27","104070.375","113548.165","102603.911","97380.636","94281.435","84765.485","78425.332","88269.655","89196.326","99635.47",
"부산광역시","50-54세","취업자","명","101360.822","103659.879","111992.486","100815.056","95974.531","93887.684","81404.538","75467.212","85884.097","85149.611","96777.244",
"부산광역시","50-54세","실업자","명","942.448","410.496","1555.679","1788.855","1406.105","393.751","3360.947","2958.12","2385.558","4046.715","2858.226",
"부산광역시","50-54세","비경제활동인구","명","66847.156","66519.229","56886.115","58426.792","56234.23","51356.379","51415.055","56165.697","49266.544","44199.744","37558.781",
"부산광역시","50-54세","비취업자(실업자+비경활)","명","67789.604","66929.725","58441.794","60215.647","57640.335","51750.13","54776.002","59123.817","51652.1","48246.459","40417.007",
"부산광역시","50-54세","경력단절여성","명","8509.602","10600.785","6657.093","10295.939","12918.99","10602.845","10187.524","12666.645","8651.176","6886.192","8156.536",
"부산광역시","50-54세","경제활동참가율","%","60.48065","61.00628","66.62284","63.71699","63.39272","64.73692","62.24493","58.26936","64.17922","66.86578","72.6",
"부산광역시","50-54세","실업률","%",".92123",".39444","1.37006","1.74346","1.44393",".41763","3.96499","3.77189","2.70258","4.53686","2.9",
"부산광역시","50-54세","고용률","%","59.92348","60.76565","65.71007","62.60611","62.47737","64.46656","59.77692","56.0715","62.44472","63.83217","97.1",
"부산광역시","50-54세","경력단절여성 비율 1","%","5.03079","6.2142","3.90596","6.39377","8.40999","7.28028","7.4809","9.41121","6.29011","5.16222","5.9",
"부산광역시","50-54세","경력단절여성 비율 2","%","12.55296","15.83868","11.39098","17.09844","22.41311","20.48854","18.59852","21.42393","16.74893","14.27295","20.2",
"부산광역시","초졸이하","15-54세 기혼 여성","명","31941.804","31022.984","22568.245","16286.865","15232.694","10517.186","9733.292","4771.597","4731.733","4178.686","3025.605",
"부산광역시","초졸이하","경제활동인구","명","19142.643","19818.626","15050.205","10233.554","9653.829","7061.61","5853.262","2713.077","3097.335","1951.356","1835.123",
"부산광역시","초졸이하","취업자","명","19142.643","19561.32","14563.088","9931.111","9189.784","6905.434","5598.764","2713.077","3097.335","1951.356","1649.564",
"부산광역시","초졸이하","실업자","명","0","257.306","487.117","302.443","464.045","156.176","254.498","0","0","0","185.559",
"부산광역시","초졸이하","비경제활동인구","명","12799.161","11204.358","7518.04","6053.311","5578.865","3455.576","3880.03","2058.52","1634.398","2227.33","1190.482",
"부산광역시","초졸이하","비취업자(실업자+비경활)","명","12799.161","11461.664","8005.157","6355.754","6042.91","3611.752","4134.528","2058.52","1634.4","2227.33","1376.041",
"부산광역시","초졸이하","경력단절여성","명","1146.757","1877.467","869.397","712.226","823.956","594.72","674.236","186.597","","160.144","299.017",
"부산광역시","초졸이하","경제활동참가율","%","59.92975","63.88369","66.68753","62.83317","63.37572","67.14353","60.13651","56.85889","65.45879","46.69784","60.7",
"부산광역시","초졸이하","실업률","%","0","1.2983","3.23661","2.95541","4.80685","2.21162","4.34797","0","0","0","10.1",
"부산광역시","초졸이하","고용률","%","59.92975","63.05428","64.52911","60.9762","60.32934","65.65857","57.52179","56.85889","65.45879","46.69784","89.9",
"부산광역시","초졸이하","경력단절여성 비율 1","%","3.59014","6.05186","3.8523","4.37301","5.40913","5.65474","6.92711","3.91058","","3.8324","9.9",
"부산광역시","초졸이하","경력단절여성 비율 2","%","8.95963","16.38041","10.86046","11.206","13.63509","16.46625","16.30745","9.06462","","7.18995","21.7",
"부산광역시","중졸","15-54세 기혼 여성","명","81062.682","76087.58","73139.785","57387.943","42349.999","36658.472","31145.352","23836.181","21029.234","19707.145","14533.772",
"부산광역시","중졸","경제활동인구","명","52760.842","49623.628","51920.159","38776.504","28195.503","24365.406","20491.004","13938.86","13860.09","11732.559","8447.404",
"부산광역시","중졸","취업자","명","52532.133","49435.895","50829.267","38364.969","27672.652","24365.406","19154.442","13351.022","13016.866","10498.909","8084.6",
"부산광역시","중졸","실업자","명","228.709","187.733","1090.892","411.535","522.851","0","1336.562","587.838","843.224","1233.65","362.804",
"부산광역시","중졸","비경제활동인구","명","28301.84","26463.952","21219.626","18611.439","14154.496","12293.066","10654.348","9897.321","7169.144","7974.586","6086.368",
"부산광역시","중졸","비취업자(실업자+비경활)","명","28530.549","26651.685","22310.518","19022.974","14677.347","12293.066","11990.91","10485.159","8012.37","9208.236","6449.172",
"부산광역시","중졸","경력단절여성","명","3526.038","4859.051","2005.76","2979.804","2197.645","2926.834","2580.358","1101.351","756.233","1567.842","1824.152",
"부산광역시","중졸","경제활동참가율","%","65.08647","65.21909","70.98757","67.56908","66.57734","66.46596","65.79153","58.47774","65.90868","59.53454","58.1",
"부산광역시","중졸","실업률","%",".43348",".37831","2.1011","1.0613","1.85438","0","6.52268","4.21726","6.08383","10.51476","4.3",
"부산광역시","중졸","고용률","%","64.80434","64.97236","69.49606","66.85197","65.34275","66.46596","61.50016","56.01158","61.89891","53.27463","95.7",
"부산광역시","중졸","경력단절여성 비율 1","%","4.34977","6.38613","2.74237","5.19239","5.18924","7.98406","8.28489","4.6205","3.5961","7.9557","12.6",
"부산광역시","중졸","경력단절여성 비율 2","%","12.35882","18.23168","8.9902","15.66424","14.97304","23.80882","21.51928","10.5039","9.43832","17.02652","28.3",
"부산광역시","고졸","15-54세 기혼 여성","명","331980.228","303959.419","299137.076","287251.89","280926.192","267847.26","249943.06","218241.642","214268.047","199894.708","191732.024",
"부산광역시","고졸","경제활동인구","명","193682.404","184941.014","182500.255","172438.696","175405.93","162659.657","152192.269","135947.863","134551.08","123649.776","125943.978",
"부산광역시","고졸","취업자","명","189782.477","182977.924","178951.387","166128.416","168173.757","158659.054","146296.481","130342.132","130355.761","120344.922","123064.709",
"부산광역시","고졸","실업자","명","3899.927","1963.09","3548.868","6310.28","7232.173","4000.603","5895.788","5605.731","4195.319","3304.854","2879.269",
"부산광역시","고졸","비경제활동인구","명","138297.824","119018.405","116636.821","114813.194","105520.262","105187.603","97750.791","82293.779","79716.967","76244.932","65788.046",
"부산광역시","고졸","비취업자(실업자+비경활)","명","142197.751","120981.495","120185.689","121123.474","112752.435","109188.206","103646.579","87899.51","83912.29","79549.786","68667.315",
"부산광역시","고졸","경력단절여성","명","53385.721","44454.3","43087.289","44618.629","42598.158","40729.491","36855.198","33852.024","27771.668","26965.7","22122.521",
"부산광역시","고졸","경제활동참가율","%","58.34155","60.84398","61.00891","60.03048","62.43844","60.72851","60.89078","62.29236","62.79568","61.85745","65.7",
"부산광역시","고졸","실업률","%","2.01357","1.06147","1.94458","3.65943","4.12311","2.45949","3.87391","4.12344","3.11801","2.67275","2.3",
"부산광역시","고졸","고용률","%","57.1668","60.19814","59.82254","57.83371","59.86404","59.2349","58.53192","59.72377","60.8377","60.20416","97.7",
"부산광역시","고졸","경력단절여성 비율 1","%","16.08099","14.62508","14.40386","15.53293","15.16347","15.20624","14.74544","15.51126","12.96118","13.48995","11.5",
"부산광역시","고졸","경력단절여성 비율 2","%","37.54329","36.74471","35.8506","36.83731","37.78026","37.3021","35.55853","38.51219","33.09607","33.89789","32.2",
"부산광역시","대졸이상","15-54세 기혼 여성","명","241354.688","241334.529","248979.803","257227.715","264707.359","268133.274","266295.188","302638.35","292371.881","279143.574","277061.65",
"부산광역시","대졸이상","경제활동인구","명","130639.448","134542.215","131098.206","146804.305","147952.385","153463.894","160231.468","175486.436","179033.866","171519.959","174005.642",
"부산광역시","대졸이상","취업자","명","128916.179","131846.149","127407.131","142500.663","142941.67","150949.484","154473.766","171059.213","174735.694","168649.726","169767.946",
"부산광역시","대졸이상","실업자","명","1723.269","2696.066","3691.075","4303.642","5010.715","2514.41","5757.702","4427.223","4298.172","2870.233","4237.696",
"부산광역시","대졸이상","비경제활동인구","명","110715.24","106792.314","117881.597","110423.41","116754.974","114669.38","106063.72","127151.914","113338.015","107623.615","103056.008",
"부산광역시","대졸이상","비취업자(실업자+비경활)","명","112438.509","109488.38","121572.672","114727.052","121765.689","117183.79","111821.422","131579.137","117636.19","110493.848","107293.704",
"부산광역시","대졸이상","경력단절여성","명","61856.864","61769.65","72085.957","68648.963","71388.966","70546.817","63192.907","78643.544","69053.25","61057.047","54110.753",
"부산광역시","대졸이상","경제활동참가율","%","54.12758","55.74926","52.65415","57.07173","55.89281","57.23418","60.17062","57.98552","61.23498","61.44507","62.8",
"부산광역시","대졸이상","실업률","%","1.3191","2.00388","2.8155","2.93155","3.38671","1.63844","3.59337","2.52283","2.40076","1.67341","2.4",
"부산광역시","대졸이상","고용률","%","53.41358","54.63211","51.17167","55.39864","53.99989","56.29644","58.00847","56.52265","59.76488","60.41684","97.6",
"부산광역시","대졸이상","경력단절여성 비율 1","%","25.62903","25.59503","28.95253","26.68801","26.96901","26.31036","23.7304","25.98598","23.61829","21.87299","19.5",
"부산광역시","대졸이상","경력단절여성 비율 2","%","55.01395","56.41663","59.29454","59.83677","58.62815","60.20186","56.51234","59.76901","58.70069","55.25832","50.4",
"대구광역시","전체","15-54세 기혼 여성","명","507050.923","496552.318","483613.441","475400.501","458486.675","444747.936","432828.071","433128.785","424486.543","404817.63","388248.479",
"대구광역시","전체","경제활동인구","명","297494.149","296830.663","286175.168","281414.379","288766.306","282740.627","283583.588","279726.953","264700.44","225656.199","240983.613",
"대구광역시","전체","취업자","명","292363.77","293543.543","282866.559","270650.473","283677.131","274640.745","277982.026","274244.999","259346.741","221570.873","235088.839",
"대구광역시","전체","실업자","명","5130.379","3287.12","3308.609","10763.906","5089.175","8099.882","5601.562","5481.954","5353.699","4085.326","5894.774",
"대구광역시","전체","비경제활동인구","명","209556.774","199721.655","197438.273","193986.122","169720.369","162007.309","149244.483","153401.832","159786.103","179161.431","147264.866",
"대구광역시","전체","비취업자(실업자+비경활)","명","214687.153","203008.775","200746.882","204750.028","174809.544","170107.191","154846.045","158883.786","165139.8","183246.757","153159.64",
"대구광역시","전체","경력단절여성","명","95494.049","96467.769","100715.362","112753.736","100333.623","84788.761","84418.932","89771.746","87655.084","89663.101","76768.527",
"대구광역시","전체","경제활동참가율","%","58.67145","59.77833","59.17436","59.19522","62.98249","63.57323","65.51876","64.58286","62.35779","55.74268","62.1",
"대구광역시","전체","실업률","%","1.72453","1.10741","1.15615","3.82493","1.76239","2.86477","1.97528","1.95975","2.02255","1.81042","2.4",
"대구광역시","전체","고용률","%","57.65965","59.11634","58.49022","56.93104","61.87249","61.752","64.22458","63.3172","61.09658","54.7335","97.6",
"대구광역시","전체","경력단절여성 비율 1","%","18.83323","19.42751","20.82559","23.71763","21.88365","19.06445","19.50403","20.72634","20.64967","22.14901","19.8",
"대구광역시","전체","경력단절여성 비율 2","%","44.48056","47.51901","50.17032","55.06897","57.39596","49.84431","54.51798","56.50151","53.07932","48.93025","50.1",
"대구광역시","15-19세","15-54세 기혼 여성","명","206.354","445.075","","","","","167.192","153.39","","0","",
"대구광역시","15-19세","경제활동인구","명","0","0","","","","","0","0","","0","",
"대구광역시","15-19세","취업자","명","0","0","","","","","0","0","","0","",
"대구광역시","15-19세","실업자","명","0","0","","","","","0","0","","0","",
"대구광역시","15-19세","비경제활동인구","명","206.354","445.075","","","","","167.192","153.39","","0","",
"대구광역시","15-19세","비취업자(실업자+비경활)","명","206.354","445.075","","","","","167.192","153.39","","0","",
"대구광역시","15-19세","경력단절여성","명","","","","","","","167.192","","","0","",
"대구광역시","15-19세","경제활동참가율","%","0","0","","","","","0","0","","","",
"대구광역시","15-19세","고용률","%","0","0","","","","","0","0","","","",
"대구광역시","15-19세","경력단절여성 비율 1","%","","","","","","","100","","","","",
"대구광역시","15-19세","경력단절여성 비율 2","%","","","","","","","100","","","","",
"대구광역시","20-24세","15-54세 기혼 여성","명","2834.724","3215.768","2498.668","2281.162","1403.162","2519.819","1537.973","1902.395","2710.464","1541.155","1903.433",
"대구광역시","20-24세","경제활동인구","명","486.651","1060.724","437.715","862.342","401.986","1196.373","609.984","629.939","1670.574","0","1141.194",
"대구광역시","20-24세","취업자","명","486.651","1060.724","283.336","862.342","401.986","1196.373","609.984","629.939","1279.88","0","541.154",
"대구광역시","20-24세","실업자","명","0","0","154.379","0","0","0","0","0","390.694","0","600.04",
"대구광역시","20-24세","비경제활동인구","명","2348.073","2155.044","2060.953","1418.82","1001.176","1323.446","927.989","1272.456","1039.89","1541.155","762.239",
"대구광역시","20-24세","비취업자(실업자+비경활)","명","2348.073","2155.044","2215.332","1418.82","1001.176","1323.446","927.989","1272.456","1430.58","1541.155","1362.279",
"대구광역시","20-24세","경력단절여성","명","546.068","1042.247","1420.611","974.16","275.881","685.295","466.133","282.768","173.315","440.33","125.895",
"대구광역시","20-24세","경제활동참가율","%","17.16749","32.98509","17.51793","37.80275","28.64858","47.47853","39.66155","33.11294","61.63424","0","60",
"대구광역시","20-24세","실업률","%","0","0","35.2693","0","0","0","0","0","23.38681","-","52.6",
"대구광역시","20-24세","고용률","%","17.16749","32.98509","11.33948","37.80275","28.64858","47.47853","39.66155","33.11294","47.21996","0","47.4",
"대구광역시","20-24세","경력단절여성 비율 1","%","19.26353","32.41052","56.85473","42.70455","19.66138","27.1962","30.30827","14.86379","6.39429","28.57143","6.6",
"대구광역시","20-24세","경력단절여성 비율 2","%","23.25601","48.36314","64.12633","68.65987","27.55569","51.78111","50.23044","22.22222","12.11498","28.57143","9.2",
"대구광역시","25-29세","15-54세 기혼 여성","명","25173.669","20413.203","16938.355","15376.312","11832.584","14045.963","13853.133","13121.821","11394.135","10204.729","9813.001",
"대구광역시","25-29세","경제활동인구","명","14368.482","9183.149","7153.394","7041.785","4859.573","7387.785","7274.436","5714.941","5964.375","6146.789","5976.011",
"대구광역시","25-29세","취업자","명","13550.207","9183.149","7153.394","6756.031","4291.149","7096.718","7274.436","5466.795","5964.375","6146.789","5723.738",
"대구광역시","25-29세","실업자","명","818.275","0","0","285.754","568.424","291.067","0","248.146","0","0","252.273",
"대구광역시","25-29세","비경제활동인구","명","10805.187","11230.054","9784.961","8334.527","6973.011","6658.178","6578.697","7406.88","5429.76","4057.94","3836.99",
"대구광역시","25-29세","비취업자(실업자+비경활)","명","11623.462","11230.054","9784.961","8620.281","7541.435","6949.245","6578.697","7655.026","5429.76","4057.94","4089.263",
"대구광역시","25-29세","경력단절여성","명","8527.863","7958.189","6776.218","6026.041","6018.06","3585.607","4680.075","5127.84","3732.96","2028.97","2430.196",
"대구광역시","25-29세","경제활동참가율","%","57.07742","44.98632","42.23193","45.79632","41.06941","52.59721","52.51113","43.55296","52.34601","60.23471","60.9",
"대구광역시","25-29세","실업률","%","5.69493","0","0","4.05798","11.69699","3.93984","0","4.34206","0","0","4.2",
"대구광역시","25-29세","고용률","%","53.82691","44.98632","42.23193","43.93792","36.26553","50.52497","52.51113","41.66186","52.34601","60.23471","95.8",
"대구광역시","25-29세","경력단절여성 비율 1","%","33.87612","38.9855","40.00517","39.19042","50.86007","25.52767","33.78351","39.07872","32.76212","19.88264","24.8",
"대구광역시","25-29세","경력단절여성 비율 2","%","73.36767","70.8651","69.25135","69.90539","79.79993","51.59707","71.13985","66.98658","68.75","50","59.4",
"대구광역시","30-34세","15-54세 기혼 여성","명","59707.995","62430.524","64196.172","59253.481","57267.788","47362.03","43463.549","42418.275","38647.492","36533.629","35237.357",
"대구광역시","30-34세","경제활동인구","명","25910.46","30109.527","30798.398","29475.351","25561.414","25406.111","23969.591","18782.091","16355.257","14493.154","18429.307",
"대구광역시","30-34세","취업자","명","24856.89","29948.33","30525.13","27766.981","25341.889","24872.733","23684.666","18211.005","15496.885","14493.154","18214.676",
"대구광역시","30-34세","실업자","명","1053.57","161.197","273.268","1708.37","219.525","533.378","284.925","571.086","858.372","0","214.631",
"대구광역시","30-34세","비경제활동인구","명","33797.535","32320.997","33397.774","29778.13","31706.374","21955.919","19493.958","23636.184","22292.235","22040.475","16808.05",
"대구광역시","30-34세","비취업자(실업자+비경활)","명","34851.105","32482.194","33671.042","31486.5","31925.899","22489.297","19778.883","24207.27","23150.61","22040.475","17022.681",
"대구광역시","30-34세","경력단절여성","명","27147.035","24554.637","26915.141","25655.319","26869.594","18502.05","16423.678","19266.115","18830.65","16472.355","11157.606",
"대구광역시","30-34세","경제활동참가율","%","43.39529","48.22886","47.97544","49.74451","44.63489","53.64236","55.14872","44.2783","42.31906","39.67072","52.3",
"대구광역시","30-34세","실업률","%","4.0662",".53537",".88728","5.79593",".85881","2.09941","1.18869","3.04059","5.24829","0","1.2",
"대구광역시","30-34세","고용률","%","41.63076","47.97065","47.54977","46.86135","44.25156","52.51619","54.49317","42.93198","40.09804","39.67072","98.8",
"대구광역시","30-34세","경력단절여성 비율 1","%","45.46633","39.33114","41.9264","43.29757","46.91921","39.06515","37.78725","45.41937","48.72412","45.0882","31.7",
"대구광역시","30-34세","경력단절여성 비율 2","%","77.89433","75.59415","79.93557","81.48038","84.16237","82.27047","83.03643","79.58814","81.33977","74.73684","65.5",
"대구광역시","35-39세","15-54세 기혼 여성","명","94155.33","84879.077","80803.918","77363.925","73554.729","72726.439","71009.622","75576.843","75359.313","68077.982","61046.95",
"대구광역시","35-39세","경제활동인구","명","51312.332","49766.808","45053.215","41789.211","43936.961","44382.786","38185.785","41311.456","34439.688","34834.91","33419.803",
"대구광역시","35-39세","취업자","명","50545.668","49276.135","44357.437","39011.643","41926.807","43539.875","37579.747","41198.61","33606.798","33818.77","32961.063",
"대구광역시","35-39세","실업자","명","766.664","490.673","695.778","2777.568","2010.154","842.911","606.038","112.846","832.89","1016.14","458.74",
"대구광역시","35-39세","비경제활동인구","명","42842.998","35112.269","35750.703","35574.714","29617.768","28343.653","32823.837","34265.387","40919.625","33243.072","27627.147",
"대구광역시","35-39세","비취업자(실업자+비경활)","명","43609.662","35602.942","36446.481","38352.282","31627.922","29186.564","33429.875","34378.233","41752.52","34259.212","28085.887",
"대구광역시","35-39세","경력단절여성","명","25230.196","23993.7","24516.791","29098.87","24639.568","21180.94","24424.178","26823.131","32159.531","23708.964","21204.05",
"대구광역시","35-39세","경제활동참가율","%","54.49753","58.6326","55.75623","54.0164","59.7337","61.02703","53.77551","54.66153","45.70064","51.16913","54.7",
"대구광역시","35-39세","실업률","%","1.49411",".98594","1.54435","6.64662","4.57509","1.89918","1.58708",".27316","2.4184","2.91702","1.4",
"대구광역시","35-39세","고용률","%","53.68328","58.05451","54.89516","50.42614","57.00083","59.86801","52.92205","54.51221","44.59541","49.67652","98.6",
"대구광역시","35-39세","경력단절여성 비율 1","%","26.79635","28.2681","30.34109","37.61297","33.49828","29.12413","34.39559","35.4912","42.67493","34.82619","34.7",
"대구광역시","35-39세","경력단절여성 비율 2","%","57.8546","67.39246","67.26792","75.87259","77.90448","72.57086","73.06093","78.02359","77.02418","69.20464","75.5",
